,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99
cell_947,-0.7429788,-0.6125573,0.41652724,0.84438336,0.67789173,-1.723471,-1.0359368,0.6771652,-0.66597354,0.5508554,-0.08355644,0.5033207,0.06804502,1.1063274,1.5862079,0.024218034,0.751321,0.646317,-0.36316484,-1.5564071,1.5577439,0.33044833,1.0673007,-1.0449487,0.22499941,-1.3985373,-1.359769,0.9712195,0.59911025,1.3020618,1.2361119,0.05732715,0.89154327,0.66428626,1.4805634,-1.6721636,-1.8792934,1.280873,0.673587,1.5898767,0.076110154,-0.18618578,0.66990507,1.3851274,0.7715437,0.4774352,0.3631546,0.9103065,1.811333,-0.9380804,-1.0962567,-1.0763854,-0.8740668,-1.1707307,0.21678299,0.04427339,-1.3305253,0.26200408,0.39004016,2.2016895,-0.0497445,-0.07213306,-1.5329134,-1.8792934,-1.5399929,-0.33193558,0.7955307,-0.073738575,0.94777024,0.42580327,0.81807995,-1.444656,1.4237088,-1.0899425,0.92049795,1.842453,0.66752017,-1.4907353,-1.7378306,0.91747785,-1.7839451,-1.4166477,0.85997665,1.1435673,0.1243951,0.9619657,2.0235085,-0.19120252,-0.8234252,-0.0383692,0.6015292,0.72776896,1.5832094,2.7422848,0.21225163,-0.5019416,1.0175236,-1.8792934,-0.7895858,0.95064783
cell_948,-1.8792934,-1.1004785,-1.4314556,0.29236087,0.8981249,-1.1062183,0.6503982,1.65488,-0.7122565,0.28490013,0.9252595,0.85576236,2.1286569,-1.6968124,-1.2341065,-0.113541216,-0.054317594,-1.8792934,-1.8792934,0.5521283,-1.8180524,-0.519348,-0.91938347,1.4070196,-1.1907344,0.4114789,1.8055685,-0.24921852,-1.3469934,-1.7353446,1.523176,-0.83724034,0.33873093,-1.5511549,1.374214,2.242649,1.3807412,-1.8792934,0.6764627,-1.8792934,1.3721101,-1.6303174,-1.4791958,1.310253,1.236241,-0.5121179,-0.84128064,-0.18180726,2.3491855,-1.2569022,-0.38602063,-0.6558368,-0.5334385,-1.2726263,1.3878679,-0.63894963,-1.5246665,-0.49927682,-1.2256192,-0.4826639,-1.6092749,0.33813334,1.4423931,-1.2098318,-0.645294,-0.11333349,-0.26471275,-1.8792934,-1.8792934,-1.8792934,1.1269834,-1.871435,0.582003,-0.85521173,1.7954053,-0.8262906,0.9120871,1.18104,-1.8692958,-1.7913638,0.17505836,1.3775756,-1.0377846,-1.5359658,-1.8792934,1.9763432,-1.7624242,1.33899,2.5144472,-1.3476712,-1.8792934,-0.20242427,1.1736357,1.7600937,-0.52630204,1.8527218,-1.4313886,0.3656884,1.8885338,-1.1920455
cell_949,2.2120118,-0.36616242,2.2768023,-1.8792934,2.2119849,1.1426796,-0.3345489,1.7734319,1.5753462,1.7663515,-1.8792934,0.110292345,-1.8792934,2.2964354,-1.8792934,0.795139,-1.329048,0.8860908,-0.13107902,0.023201793,-1.144032,1.1535484,2.3713655,1.3638891,0.35570875,-1.3539903,0.26461935,0.9289815,0.2453672,0.94053566,2.3520753,2.7054188,-1.0600047,-1.8792934,-1.4116175,0.18091705,-0.26743156,0.33746636,1.3185337,-0.063211784,2.1281428,0.2886203,1.7404786,1.7317607,-1.2117033,1.0513735,-1.8792934,-1.7023945,0.76821256,-0.19711372,0.90905565,-1.1504917,1.7790731,1.142125,1.3200142,1.4173706,-1.8792934,-1.0223751,1.7337377,-1.2173942,0.4095972,-1.1247903,1.2824668,-0.28486913,-1.8792934,-1.257456,-1.7960982,-1.8792934,0.59643716,-0.6938559,-1.2107953,-0.9145209,0.40114793,-0.3876481,-0.22828452,2.968722,0.6922766,-0.426128,-0.32240388,1.8508945,-0.88457245,1.089308,-1.1677682,-1.5296988,0.36037987,2.0933459,-1.146421,-1.0909616,1.3889438,-0.17276272,0.33773062,1.014007,0.8097702,-0.3281653,-1.8792934,1.5727818,0.67524177,1.3840766,-1.8792934,1.3142791
cell_950,-0.08888742,-1.8792934,2.8020802,-0.08782196,-0.91178215,-1.5500375,-1.6009359,1.4867921,-0.4435284,1.2157524,0.5246695,-1.1472597,0.103253864,1.6839092,0.66377634,-0.6842197,0.38322252,2.4485648,0.9816359,-0.76546586,-0.22455262,1.1770701,1.5573792,0.8199381,1.2425978,1.01937,0.4906165,-0.6046239,-0.17830546,-0.8111603,0.8086499,1.0086279,0.35779595,-1.8792934,-0.44248796,0.59680355,-1.1146967,1.2791132,0.34729066,1.012737,0.061979104,-0.8404084,1.3749346,1.5535436,-1.6059159,-1.4149358,-1.3423991,-0.5746946,1.2031422,1.1405222,-1.2259338,-1.4838176,0.99620146,-1.8792934,0.7655733,-0.566701,-1.8792934,2.2836132,-0.7380459,0.17806455,-0.108316064,-1.8792934,-0.4515461,1.0670297,-0.15532203,0.285232,-0.17504144,-0.46651614,0.10041043,-0.13801305,1.1069485,1.0457646,-0.34068403,-1.3018597,2.4028444,2.0546396,-0.18972945,0.5542416,-0.05837126,-0.20603019,-1.5197434,-0.64958054,1.4163376,-0.6481402,-1.3664428,2.5972643,1.054382,-1.8792934,1.0154735,0.9377055,-0.51488584,1.543629,2.1111107,-0.3182115,-1.251152,-0.2010828,1.2189983,0.076879114,-0.9597362,-0.45219296
cell_951,-1.4997151,-1.8792934,-1.4295394,-0.80920804,1.7147921,-1.6295233,0.7861564,3.3338535,-0.6660039,-1.1926491,1.1547859,0.9986377,0.776282,-0.62834764,-0.62004364,0.23248613,-1.8792934,-1.3519703,-0.49304634,0.5457865,-1.8423703,-0.646929,-0.27615142,1.4356524,-0.7835917,-0.09635926,1.740618,-0.11150245,-1.2421588,-0.32191235,2.4747047,0.5075923,-0.14535944,-1.5898387,0.5022461,2.4896972,-0.40595928,-1.6488812,0.25181454,-1.7175429,1.4095818,-1.8792934,-0.85306203,2.2863421,1.6445009,-0.57392836,-1.4950615,0.4660371,3.636163,-1.6411197,-0.9092559,-0.7350085,-0.956383,-0.2608359,0.7269994,-1.567363,-1.8792934,-0.47848073,-0.61005735,-0.76720756,0.94051874,0.03538169,0.81968695,-0.67564774,-0.7980235,1.9668903,-1.5896844,-1.8792934,-0.63233185,-1.8792934,1.7196494,-1.8792934,0.67299944,-0.31405908,1.6878465,1.2487255,0.51313007,1.2906542,-1.8792934,-0.2978631,0.8054388,0.18221635,-0.07733166,-1.0776662,-1.5206856,1.4593173,-0.9514712,1.2037084,2.0079067,-0.18020245,-1.5815234,-1.111031,0.9227115,1.9972557,-0.71045125,1.3358668,-1.8792934,-0.28194544,1.1312915,-1.246146
cell_952,-0.8231025,-0.4741642,0.32798293,1.1950577,0.9951092,-1.8792934,-0.44140875,1.0387801,-0.81358445,0.62928396,0.8174475,0.30940688,0.8799616,1.0578222,1.9022845,-0.8180448,0.7585883,-0.80940604,-0.1033137,-0.9924353,1.5127817,0.68638897,0.43256423,-0.1432162,0.049233083,-1.0001712,-1.0845655,0.27406764,1.0031893,1.5746096,1.2098899,-0.8276781,0.8839992,0.41576025,0.43326336,-1.3533937,-1.5376942,1.248649,0.9234363,0.80795515,-1.1180115,0.61689556,0.15367424,1.2645166,0.24666923,-0.57697314,1.0532846,1.2931159,2.0425632,-0.4768702,-1.7063744,-0.6181223,-0.01355058,-1.7440706,0.4477445,0.37662494,-1.784579,0.38934028,-0.6301618,2.8015404,0.60677683,-0.47191185,-1.3451102,-1.8346976,-1.8792934,0.2228973,1.0436708,0.060957097,-0.13791728,0.90811396,0.8376262,-0.9526428,1.1285723,0.36122596,1.610533,1.5346559,-0.29801157,-0.64097345,-1.8792934,0.0010107383,-1.2610753,-0.82357955,0.47359306,0.5236554,-0.10846821,1.3894461,1.1690156,-1.2318065,-0.69552743,-0.33167332,0.70636535,-0.026669249,1.7253206,1.2491835,0.13902685,-0.7325524,1.3453616,-1.8792934,-0.7785282,0.74136466
cell_953,-0.022071056,-0.12080988,0.5127753,0.46288767,0.7682101,-1.3387729,-1.6364182,1.817,-0.83083457,0.062081836,0.9565738,0.9308277,-0.566072,0.5140675,1.7594075,-0.41572034,0.3120626,-0.5500998,0.6442279,-1.3907139,1.3591976,-0.62343264,1.8660014,-1.3122451,0.51952773,-1.8792934,-1.4505866,1.9382061,0.99837077,2.2663963,1.7090445,-0.43300647,0.8239516,0.8577156,1.5052278,-1.4910226,-1.8792934,1.1703436,0.7765415,1.9726087,-0.6921774,-0.4026021,-0.095710814,1.5395105,1.1360148,-0.07478528,0.47320563,0.7785067,2.867245,-0.4395484,-1.1795856,-0.29776567,-0.50253284,-1.470782,-0.11894819,-0.14921188,-1.3865092,0.8881894,0.93708694,1.8714833,0.66305894,0.07684784,-1.8792934,-1.8792934,-1.8792934,0.060658872,0.28948763,-0.6625301,1.5966059,0.8470701,0.854294,-1.6476948,1.6203386,0.9721562,1.5245388,1.5307206,0.057129472,-1.8224773,-1.0719197,1.324413,-1.8011997,-1.7493683,1.3081198,1.2638668,0.49461845,0.6645622,1.6313858,0.026614934,-0.86397594,0.27375004,1.0892287,-0.26325065,1.8942366,2.7103992,-0.35549265,-1.2305251,1.0961182,-1.8792934,-0.835926,0.551027
cell_954,1.431282,0.8206455,-1.258217,0.05897081,-0.22673146,-1.4520519,-0.44685134,0.15003192,-0.76213354,0.9591857,-1.8792934,-1.561331,-0.03816384,-1.5769098,-1.4761019,2.6046278,2.7621136,0.14948913,0.6324718,0.59533864,1.9539499,-1.8792934,1.2070856,-0.1619719,1.5639423,-1.8792934,-1.8792934,0.60821205,0.23630667,-0.017110556,0.56585264,-1.801241,0.16108268,-0.63817376,1.6772097,-1.7688969,-0.8760983,-0.14199618,-0.869715,0.9754899,1.608882,0.14845961,-1.2868745,0.3127174,0.26652458,-1.06526,1.3108159,-1.0390884,0.47830662,-0.17344612,2.2647803,-1.2051584,0.72472525,-1.6259174,-1.0325663,-0.5673633,-0.75961745,-0.45545003,-0.6481905,2.3396273,-0.46147203,-1.2305965,-0.36295065,-1.8792934,-0.4275657,-1.8792934,2.187792,0.12957072,1.3608264,1.1780057,0.76045406,-1.0416878,2.9438686,-1.2928736,-1.5920842,-0.25724158,-1.5136222,-1.8792934,-0.9689475,1.5072563,-1.3812588,-1.0162307,0.7369277,1.2751718,-0.92350256,0.9296143,2.0949578,-0.39704138,-0.2624439,1.2603109,0.75766623,0.6344115,0.9083166,1.6156194,1.1769036,-1.1697046,-0.92788845,-1.8792934,-0.17284322,1.1364746
cell_955,-1.8792934,-1.6830063,-1.7732205,0.34521016,1.3694212,-1.4832059,0.58820266,1.6665353,-1.6043966,1.1263285,0.7351751,0.51521295,2.056962,-1.3545465,-0.7822718,0.5673881,0.26683837,-1.2584684,-1.8792934,0.6474843,-1.0748372,-0.47485626,-0.35568845,1.1446534,-1.2566302,0.51451504,2.1304615,-0.7227355,-1.8040569,-1.5140789,2.0399091,-0.58061695,1.4082688,-1.8792934,1.6832542,2.0946972,0.7994529,-1.8792934,-0.08379009,-1.8771242,2.0949225,-1.7194875,-1.5496223,1.8672938,0.88096917,-0.46121567,-0.52412397,0.14040925,1.9454123,-1.3345393,-1.1192868,-0.18988599,-1.0708506,-1.2443094,1.4446671,-0.93388224,-1.815356,-1.8792934,-1.7858324,-0.57925135,-0.60475016,0.31404313,0.78768796,-0.7802359,-0.6358308,0.8664628,0.34203923,-1.8792934,-1.8792934,-1.8792934,1.0448794,-1.398423,-0.08190417,-0.16908553,1.8394263,-1.3129575,0.13842833,1.2609445,-1.7119721,-1.2728921,0.715778,0.7007654,-0.9725625,-1.8792934,-1.8792934,1.969413,-1.0424125,1.4488902,2.3165102,-1.4547908,-1.6305073,-0.3090039,1.5396211,1.4241699,-0.88921714,0.48622733,-1.8792934,-0.31164688,1.6471895,-1.6560335
cell_956,1.6897979,1.320286,-1.2420479,1.1656704,-0.17681423,-1.8792934,-1.8792934,2.4900944,-1.079881,0.58767354,-0.44416896,-1.8792934,1.500862,0.28592116,-0.45239186,-1.0406504,-0.31669864,-1.5862111,-0.07285254,0.13700035,-0.7939527,-1.0592327,0.7467528,1.4833921,-0.87028867,2.0391173,-1.3586149,-1.1433132,-1.8135855,0.4921586,1.155626,-1.3425823,-0.29032788,1.340577,0.6123699,0.11854762,-0.55170727,0.014925413,-1.6380224,-0.07982167,-1.490076,0.6456276,0.32136622,0.6032563,-1.5150857,0.30416888,1.3016943,1.099863,0.6994849,-0.527992,1.0937263,-1.1450808,-1.0600566,-1.0452802,-1.3825809,-1.2045064,-0.35741192,1.6272931,-1.8289945,-0.72579587,2.3774462,-1.8792934,0.43742332,1.1988155,1.1434076,-1.1805869,-0.82015336,-1.1862624,1.1875415,0.03438945,2.188259,1.616653,-0.7913165,0.27403915,-1.0062737,-0.29631954,1.6336834,-1.2212731,0.501572,-0.7025517,-1.4325173,0.44910342,0.82684314,0.5684483,-0.36904472,-0.5352446,0.16557744,-0.92588866,-0.9281248,-1.7902719,1.2947984,-1.841131,0.07510409,-1.0030161,-1.1740531,0.5446142,1.5983763,0.13459831,0.009359121,0.5603759
cell_957,1.0386885,0.38400358,-1.5513973,1.8381774,1.2080984,-1.656014,-1.8792934,0.9028813,1.6357412,-0.33766338,0.46226954,0.062174805,-0.048703045,-1.8792934,2.2747679,0.4771777,1.1784589,0.8460659,0.113472015,-0.71934575,0.43845135,-1.6370803,0.2809441,0.80687773,-1.1664958,0.90753466,-1.6941776,-0.57358146,-1.8792934,0.5484997,0.40566835,-0.8512927,-0.13282219,-0.08923352,0.5079909,0.6331731,0.6498692,1.7716061,-1.5174832,-1.5359575,-1.8792934,1.4916365,-1.8792934,-0.33796918,-1.8792934,0.52306616,-1.2121751,-1.2929871,-0.100520745,1.6246045,0.48981774,-1.6344907,0.19629821,1.1541824,-0.917786,-0.777027,-0.99817145,-1.1875936,-0.9644411,-0.6823089,-1.3794993,-0.45885253,-1.5731273,-0.14559469,1.5773896,-1.3462998,0.1898296,1.6248251,-1.1868106,0.7122473,-1.6704936,-0.8992747,1.503504,-1.4044297,-0.24469961,-1.4922036,0.99091566,-1.7407894,0.7445321,0.66564655,-1.8792934,2.0623708,1.0074372,-1.228137,1.1518351,0.55478406,0.09305701,-1.8792934,1.3887279,-1.8792934,-1.1019087,-0.42896137,0.36407626,2.2179284,1.8566927,-1.3770508,0.8084765,0.31997445,-0.5820584,-1.8792934
cell_958,1.7388494,0.25771335,2.2845411,-1.363724,1.591351,0.74568367,0.7817248,0.6263609,2.0209181,0.7669482,-1.8792934,-0.29931062,-0.8958222,2.5840316,-1.8792934,0.8943908,-0.053937584,0.17893648,-0.72034436,-0.81859195,-0.931389,1.583585,2.3052835,1.0068564,0.22953105,-0.6519948,0.26192886,1.1165683,0.68965554,1.0963631,2.3210413,1.4803722,-0.6931737,-1.8792934,-1.8792934,-0.0752336,0.19392537,1.1393571,1.4479463,0.52573174,2.5900636,0.46185508,2.8780215,1.118106,-1.5621643,1.16666,-1.2685698,-1.8792934,0.1326156,-0.5280251,0.16843843,-0.038936287,1.8625441,0.63914806,1.2944186,0.66597605,-1.6843882,-1.8792934,1.4579065,-1.2880123,-0.058587804,-1.1618559,1.2538644,0.25092763,-1.3336666,-1.8792934,-0.615036,-1.712577,1.0127137,-0.8225205,-1.8792934,-0.14989737,-0.076715454,-0.629093,-0.899734,2.2918124,0.6320362,-0.7192126,0.20469019,1.7891661,-1.6106114,1.104843,-1.6128376,-1.8792934,0.255444,2.7621899,-0.53637505,-1.0178405,0.79075485,-0.3344398,-0.018631935,1.201591,0.59115463,-0.39505965,-1.8792934,1.2982043,0.5313039,1.3005236,-1.8792934,0.82695305
cell_959,2.081274,0.17954099,0.39450598,-1.4896464,-0.2929612,-1.007731,-1.8792934,2.6837432,-1.7658134,-0.19231795,0.8163362,0.19479816,-1.8792934,-0.18525738,0.7529256,-0.12009453,-0.6620215,1.0086923,2.0213616,-0.3259393,1.1442487,-1.5363164,2.2112885,-0.7346163,1.5205829,-1.8296789,-1.7776538,1.4989291,0.87713313,2.5613718,1.0446639,0.061482012,-0.71069765,-0.29469088,1.6923673,-0.9756141,-1.8792934,-0.34941465,-0.071320444,1.9890796,-1.0656224,-1.0526102,-0.57765234,1.8444602,2.1026635,-0.47268182,-0.6113206,-0.011177532,1.7585913,0.49115363,-0.08633711,-1.5319483,0.05602373,-1.8792934,-0.8189197,0.23751476,-1.7682723,1.618545,0.3689636,1.9992089,0.959712,-1.0005506,-1.2764593,-1.8792934,-1.0660156,1.3002648,-0.58549684,-1.8792934,1.606234,0.43662918,1.7433736,-1.3614721,1.7342272,0.77264404,1.8117065,2.4722111,-1.0566604,-1.8792934,-1.4108669,1.1064346,-1.2230779,-1.3490101,2.213069,1.4960252,1.4671552,0.46613425,0.8303855,-0.7028731,-1.0234538,0.5366766,1.5973797,0.14951417,2.3783112,2.4243522,0.35719115,-1.0171022,0.054536857,-1.8792934,-1.3024422,1.9213519
cell_960,2.6827037,1.0152042,-0.42499176,0.12752235,0.55741626,-1.8792934,-1.8792934,2.8258858,-0.6139996,-0.43664613,0.39316544,-1.8792934,-0.40615377,-0.33676136,-1.5177068,-1.8792934,-0.99743855,-1.4481682,-0.53224105,0.5221704,-1.6259935,-1.534778,1.656659,1.1444824,-1.1382817,1.0971943,-1.0798029,-1.0811397,-1.8792934,2.0188498,1.9444933,-1.3514754,-1.2584532,0.6851963,0.22886482,1.1585928,-1.2887781,-0.8695822,-1.3450146,-0.4969431,-1.7560107,0.84971505,0.59151447,0.82396424,-0.6209155,0.06312305,1.1641499,1.0241464,1.1281437,-0.8084742,2.0418735,-1.8792934,-0.8707945,-0.9908308,-1.74116,-0.58199847,-1.6767063,1.847934,-1.8402677,-0.020309478,1.8693559,-1.8792934,1.4241961,-0.04357325,0.51882184,-1.2133391,-1.2477093,-1.8792934,2.1233764,-0.6263522,2.323958,0.6479765,-0.7043864,0.5566884,-0.72658265,1.5390062,1.9168546,-1.3709598,0.4807135,-0.73390675,-1.8792934,1.1751554,1.1360514,1.634767,1.0416273,-0.471471,0.30357268,-0.54517055,-1.0156475,-1.194799,2.4063876,-1.8792934,-1.074577,-0.4514407,-0.9145434,0.9966886,0.95443726,-0.47130728,0.5947174,1.9236103
cell_961,1.5488353,0.13663247,-0.52201855,2.005401,1.3757982,-1.7952678,-1.8792934,1.2521136,1.5831877,-0.89510757,1.238509,-0.38183448,-1.4700782,-0.6426161,2.8506517,0.40870512,0.72850424,0.69810486,0.8003439,-0.716266,-0.2109149,-1.2314188,1.1807885,1.0878769,-0.75639975,0.7228922,-1.3611062,-0.83311605,-1.8792934,0.7562226,1.0286565,-0.6869914,-1.2687074,0.91837716,0.6112776,1.0459207,-0.2592324,1.8855336,-0.6420826,-0.4435093,-1.8792934,1.213039,-0.6571611,-0.010490805,-1.4336168,0.6589092,-1.5923283,-0.78140175,0.76429754,1.7033342,1.1813782,-1.8792934,-0.19684859,0.81937116,-1.4786823,-0.4024144,-0.5823592,-0.7247373,0.05336423,-0.07781705,0.9792888,-0.4119246,-1.7103509,-1.1116958,2.0151453,-0.45559463,-1.04522,1.0166686,-0.16867031,-0.014167696,-0.16881329,-1.6380126,2.1690495,-1.8792934,-0.6594672,-0.19691497,1.2033584,-1.3927943,1.8991982,1.5326862,-1.8792934,1.1558604,1.4027879,-1.2861788,1.0498779,-0.41595656,-0.5695392,-1.6196756,0.9537631,-0.97276646,-0.5810454,-1.0534176,-0.35730264,2.3651714,2.238735,-1.5569203,2.2111316,0.788621,-1.3238189,-1.7780223
cell_962,-1.698967,-1.1204681,-0.5523255,-0.24921268,0.16531143,-0.8400717,-1.3747467,-0.77130604,0.6482185,2.2368114,-0.035296977,-1.8792934,1.7392682,0.82204914,1.6846136,-0.15471761,2.4801404,0.03878218,-0.12286872,-0.8571697,1.4260905,2.07168,0.17913342,1.316556,0.36682934,-0.08223306,-0.84896415,-1.7613602,-0.6970655,-1.7530801,0.8015718,-1.5061445,-1.3771691,-0.21964267,-0.538831,-1.2170968,-0.3413219,-0.3199904,1.6775253,-0.5137663,0.012496591,2.671516,0.18104552,-0.59622467,-1.8792934,-1.7888458,1.8266498,1.0839784,1.3105278,0.35222754,-1.6938896,-0.6161454,-0.0054599643,-0.57899016,-0.5983858,1.9196318,-1.1618205,-0.0035928488,-1.7228522,1.2115594,-1.5679243,-0.7995611,0.019039735,-1.1381748,-0.8770754,-1.726109,2.3566523,-0.35291794,-1.8792934,0.77296615,-0.30887556,0.9194769,0.80391014,-1.2680799,-0.6926751,-0.36566103,-0.6496062,0.6000376,-1.6044235,-1.1822973,-0.91564995,0.22994545,-0.11003047,-0.96800804,-1.8792934,0.761714,1.5930452,-1.7134445,-1.0248309,1.3513453,1.0087941,0.71572876,0.28050268,-1.0041679,0.892034,1.3452181,1.5635334,-1.1651546,-0.5847,2.1039467
cell_963,2.1246378,2.4257412,-0.7504536,1.0063751,0.53010225,-1.780092,-1.8792934,2.824769,-1.2129334,-0.82880294,-0.13786256,-1.8528788,0.15325624,0.59655964,-1.0653514,-1.8792934,-1.300691,-1.5076493,-0.43082273,0.26636457,-1.8792934,-1.4577603,0.7551652,1.1176798,-1.2085665,1.52851,-0.8643935,-0.97000206,-1.4140276,1.7672696,0.8359783,-1.4582813,-0.7427372,1.856413,-0.25112495,1.8166776,-0.8473084,-0.35975328,-1.4247271,-0.061739504,-1.8792934,1.8752488,0.5036276,0.16127414,-0.05856228,0.86951286,1.1344244,0.5634564,-0.07927054,-1.6258504,1.3388486,-1.5887331,-0.93488985,-1.2852614,-1.6313411,-0.64347035,-1.1837475,1.8282629,-1.636081,-0.086284846,2.61432,-1.8451723,1.5737551,0.5422103,1.5934777,-0.8787024,-0.9579233,-0.60247874,1.4269226,-0.37801173,2.2846103,1.5074607,-1.1060268,1.5338275,-1.2704934,0.6828267,1.759467,-1.5966808,0.822788,-0.33443695,-1.862407,1.3011551,0.7978381,1.4570699,0.6768046,-0.83013463,0.49658448,-0.09713705,-1.3097081,-1.593041,1.8887357,-1.7747171,-0.2933512,-0.8690806,-1.5465952,1.1039166,1.717528,-0.036136985,0.91238344,1.3867922
cell_964,-0.809015,-1.8792934,2.2798986,0.29368865,-1.4206467,-1.3702507,0.15376681,0.98788655,0.5185168,1.3972483,0.4204536,-1.8792934,1.6085374,2.0318277,0.6894381,-0.59135175,1.8172445,1.1150705,0.30839822,-1.2991905,-0.44735396,1.6050413,1.573694,0.92936,1.5810196,0.9856665,1.6889955,-1.6402787,0.7910194,-1.1614006,1.437244,-0.5131856,1.8117976,-1.8792934,-0.697188,0.7314844,-0.89257777,0.76277393,0.7653328,0.99913144,1.253732,-0.6980976,2.2548113,1.0530711,-1.4462999,-1.2116386,-0.7196531,-0.787294,-0.2374182,-0.059987053,-0.9846046,-1.2688861,1.3851085,-1.5349365,1.1488285,-0.5163738,-1.1747234,1.4683615,-1.3199348,-0.5239494,0.3704058,-1.8792934,-0.3533651,1.0191908,0.3082375,-1.6272911,0.63473153,0.60032225,-0.0043141246,-0.47597384,0.08552778,1.6526538,-1.2475748,-0.41224933,0.7556857,0.9408296,-1.0795864,0.3472551,0.07976112,-1.5832956,-1.0315846,0.34493598,1.5371675,-0.91895616,-1.8792934,2.3681862,1.4522753,-1.8792934,1.0916041,1.0723298,-1.1026144,1.9307152,1.9917468,0.2911017,-1.8792934,0.67250633,1.7534375,-0.18714896,-1.412197,0.40354794
cell_965,1.7441227,1.8711416,-1.6364703,1.9579313,-0.938407,-1.4115748,-1.6410987,1.0444194,0.07389662,-1.0229754,0.3052488,-1.1511766,1.0282555,-0.59363914,-0.17588642,-1.2549423,-0.8206612,-1.8792934,-0.4746042,0.0394364,-0.6019633,-0.5079242,0.5754052,0.55931437,-1.0532858,1.3303148,-0.6390244,-0.506894,-1.8425028,0.98148584,1.1078331,-1.8792934,-0.9637514,1.7126217,-0.6179067,1.1812971,0.31195128,-1.1338878,-0.63963085,-0.69124013,-1.5666159,3.0415387,0.60225624,-0.2630972,-1.0294785,0.9885452,1.6541699,0.13449979,-0.26943684,-1.7977107,1.4124024,-0.8750713,-1.3850558,-1.273395,-1.8792934,0.19354282,-0.324866,1.4703587,-1.8792934,-0.17237252,0.39963454,-1.453305,0.7692646,1.3308631,1.7829382,-1.8321986,0.5367943,0.3372268,1.0899907,-0.08967306,0.530795,1.5336221,-0.81016505,1.155282,-0.72445285,-1.2772266,2.3292751,-0.93095994,0.626223,-1.8087292,-1.8792934,2.0107908,-0.07103884,1.3181844,0.3931759,-0.4228547,0.23120841,-0.3157372,-0.7776498,-1.8792934,1.0944512,-1.1314406,0.15839878,-0.6856351,-0.49770755,0.8625206,1.3194208,0.3492568,1.6467527,0.9002191
cell_966,0.23476538,-1.8792934,3.1435313,-0.33125895,-1.8792934,-0.7565945,-0.67954195,1.0958875,-0.30192012,2.008642,1.0235955,-1.8599633,0.90934116,1.7934315,0.7894578,-1.13706,0.80560863,2.772009,0.6580483,-0.24217466,-0.47149548,2.7348557,0.46224687,1.6091291,1.3121502,1.3242424,1.7009513,-1.1606997,-0.85795105,-1.2094737,0.09813169,1.1413754,0.8557702,-1.8792934,-0.55146074,0.45459622,-1.7733536,0.6213724,0.69126993,0.86393976,0.84572977,-1.8792934,2.5094638,1.7871912,-1.5685911,-1.6450876,-1.3463628,-0.352222,0.15595855,0.8577836,-1.3450944,-1.4358238,2.3578506,-1.543234,0.9820451,0.4019447,-1.670684,2.382983,-1.446863,0.41642067,0.07431541,-1.8792934,-0.3114435,1.709121,-0.09052271,0.2549893,0.21422608,0.37791997,-0.4101066,0.04294932,0.7235168,1.2698087,-1.1730949,-0.74455893,2.600815,1.1411232,-0.8148161,0.52134645,-0.070739165,-1.0414356,-0.7169385,-0.055618137,1.1941192,-0.6504238,-1.8792934,3.5614066,2.003435,-1.8792934,1.9169798,-0.052244246,-0.6962856,2.3215435,2.7100906,-1.1286017,-1.8792934,-0.4209214,1.0536662,0.027383775,-0.8343475,-0.26332933
