,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA.DR,IgD,IgG1.K.Isotype.Control,IgM,KLRG1,TCR.Va24.Ja18,TCR.Va7.2,TCR.a.b,TCR.g.d
cell_1153,-1.2896916,-1.2896916,-0.28430027,0.8846519,-0.28430027,0.109664686,-1.2896916,1.0381846,-0.87598664,-0.05969069,2.145999,-0.05969069,-0.05969069,1.2413489,0.5009666,-1.2896916,-0.4315304,-0.28430027,-1.2896916,0.030147685,0.3047955,-1.2896916,-0.87598664,1.3982571,0.9976763,-0.16293511,0.61854106,1.506377,0.5009666,-0.4315304,-1.2896916,0.35928443,-0.87598664,0.030147685,-0.16293511,-0.16293511,-1.2896916,2.5300043,0.74953115,-0.6187209,0.5424144,0.35928443,-1.2896916,-0.87598664,0.24565372,2.0198305
cell_1154,-0.658775,-1.4387219,0.42578137,-1.4387219,-0.035132494,0.62628853,-0.28411,0.15162344,-0.28411,-1.4387219,0.5326941,-0.035132494,0.42578137,-0.658775,0.62628853,-0.28411,-0.658775,0.15162344,-0.658775,0.5326941,2.5723293,-0.658775,-0.658775,1.388665,-1.4387219,2.8042834,-0.035132494,1.1673934,1.7194023,-0.035132494,-1.4387219,0.3011207,-0.28411,0.15162344,-0.28411,0.7095181,-1.4387219,1.0763526,-0.035132494,-0.658775,-0.658775,0.5326941,-1.4387219,-0.658775,0.5326941,1.1673934
cell_1155,-0.9910187,-0.84444636,2.815895,1.0000266,-0.6186664,0.48500082,0.91326153,0.8778231,2.295871,-1.1752896,-0.3086114,-0.24824148,-0.3086114,-0.722737,-0.047433015,-1.1752896,-0.84444636,-0.09262877,-1.1752896,-0.3086114,0.52563477,-0.84444636,-0.19254677,0.5640964,0.715518,0.6521158,-0.047433015,0.58258265,0.441934,-0.6186664,-0.84444636,1.2553695,-0.5277631,0.8276818,-0.37451392,0.07327019,-0.84444636,2.8831031,-0.9910187,-0.84444636,-1.1752896,0.07327019,-0.6186664,-1.1752896,0.1766046,0.801237
cell_1156,-1.1185102,-1.1185102,0.73391175,-1.1185102,0.10128268,0.60285443,-0.27387276,-0.06182328,-1.1185102,-0.5774713,-0.06182328,-0.06182328,0.23385489,0.10128268,0.44203863,-1.1185102,0.3455424,1.8471075,-0.27387276,-0.27387276,3.1007075,-1.1185102,-1.1185102,1.7537689,-0.27387276,2.5590541,-0.27387276,1.808596,0.73391175,-0.5774713,-1.1185102,-0.06182328,-0.5774713,-0.5774713,0.10128268,0.10128268,-0.5774713,-0.06182328,-0.27387276,-1.1185102,-0.27387276,0.3455424,-0.5774713,-1.1185102,0.73391175,1.2302231
cell_1157,-0.5078134,-0.0004312623,2.4842315,-0.21090995,-1.0164722,1.2935295,0.70502275,-0.09811253,1.7919391,-1.5277045,0.5923868,0.3545577,-0.21090995,-0.5078134,0.5506183,-1.0164722,-0.7187169,0.23243867,-1.0164722,-0.21090995,0.88863117,-1.0164722,-1.0164722,1.6151068,0.5506183,0.88863117,0.16275421,0.8610601,0.771489,-0.5078134,-1.5277045,0.63189447,-1.0164722,0.771489,-0.0004312623,0.9895523,-1.5277045,1.3673673,-0.5078134,-1.0164722,-1.0164722,0.5506183,-1.5277045,-1.5277045,0.23243867,0.9655993
cell_1158,-0.0919308,-0.61016774,-0.0919308,-1.1376097,0.07380914,0.32307544,-0.61016774,0.42182794,-0.0919308,-1.1376097,0.42182794,0.07380914,0.65703917,0.07380914,0.9780562,-0.0919308,-0.61016774,0.7212449,-1.1376097,0.07380914,2.378216,-1.1376097,-0.61016774,0.7802887,-0.61016774,0.42182794,-0.61016774,1.1679899,0.8858055,0.07380914,-1.1376097,-1.1376097,-1.1376097,-0.30628142,3.3841581,0.42182794,-0.61016774,-0.30628142,0.42182794,-1.1376097,-1.1376097,2.317757,-0.61016774,-1.1376097,0.65703917,0.5088681
cell_1159,-0.5687608,-0.5687608,0.56301945,-0.5687608,-0.07497743,0.62886566,-1.0844471,0.31591052,-0.07497743,-0.5687608,0.20869428,0.20869428,0.31591052,0.08147134,0.31591052,-1.0844471,-1.0844471,2.354047,-0.07497743,0.08147134,2.41649,-0.5687608,-0.5687608,1.4247544,-1.0844471,0.49014658,-0.07497743,2.5186327,1.0053681,0.20869428,-1.0844471,-1.0844471,-0.5687608,-1.0844471,2.4820945,-0.2782129,-1.0844471,-0.2782129,0.08147134,-1.0844471,-1.0844471,0.31591052,-0.5687608,-1.0844471,0.62886566,0.6889217
cell_1160,-1.2184556,-0.6427839,0.36548388,-0.33630913,0.16337053,0.5209069,0.03398049,0.03398049,0.03398049,-0.6427839,0.2719457,-0.6427839,0.16337053,-1.2184556,0.5209069,-1.2184556,-0.6427839,1.7810235,-1.2184556,-0.6427839,1.9923397,-1.2184556,-0.33630913,0.753612,-0.6427839,0.36548388,0.03398049,1.2983387,0.99870497,1.1514375,-0.6427839,-1.2184556,-0.6427839,-0.33630913,2.1775725,0.44764814,-1.2184556,-0.12614462,0.16337053,-1.2184556,-1.2184556,2.4623618,-1.2184556,0.5209069,1.3199965,0.8871953
cell_1161,-0.37151882,-1.3124316,0.515047,-0.693019,-0.15286899,0.25873873,-0.693019,0.013023273,-0.37151882,-1.3124316,0.7016503,-0.37151882,0.355114,-0.37151882,0.8484673,-0.693019,-0.37151882,1.737219,-0.693019,0.7541278,2.084812,-0.693019,0.013023273,0.7016503,-0.693019,0.25873873,-0.37151882,1.0725096,1.918676,-1.3124316,-1.3124316,0.013023273,-0.15286899,-0.693019,2.2125664,0.7016503,-1.3124316,0.515047,0.013023273,-0.693019,-1.3124316,2.014937,-1.3124316,-1.3124316,0.8029041,1.0725096
cell_1162,-0.3756832,-1.0269028,-0.04772442,-0.04772442,-0.19228806,0.4741975,-0.3756832,-0.04772442,-0.3756832,-1.0269028,-0.04772442,-0.19228806,0.17323236,-0.6267521,0.17323236,-1.0269028,-1.0269028,1.105317,-1.0269028,0.8423375,2.730877,-1.0269028,0.2617223,0.6361893,-1.0269028,0.53254974,0.071612366,2.5291846,0.7262062,-0.04772442,-1.0269028,-0.04772442,-1.0269028,-1.0269028,2.1993022,0.2617223,-0.6267521,0.071612366,-0.19228806,-1.0269028,-0.6267521,2.6387165,-0.6267521,-1.0269028,0.58632505,0.80576885
cell_1163,-1.3715633,0.3353601,2.2798693,0.23940013,-0.71974623,1.4939629,-0.00589822,0.3353601,1.8047428,-1.3715633,0.23940013,-0.71974623,0.3353601,-1.3715633,0.56183296,-1.3715633,-1.3715633,0.41947863,-1.3715633,-0.39247385,0.67956334,-1.3715633,-0.39247385,1.214093,0.825094,0.67956334,-0.17218027,1.4429002,1.0777932,-0.39247385,-0.17218027,-1.3715633,-1.3715633,0.49435967,-0.00589822,1.0777932,-0.71974623,1.5858861,-0.17218027,-0.39247385,-0.39247385,0.49435967,-0.71974623,-1.3715633,0.56183296,0.9073142
cell_1164,-1.2825977,-0.843486,0.59938157,0.013678209,-0.09435636,0.33282793,-0.5724217,0.19074886,-0.09435636,-0.843486,0.50422555,0.33282793,0.19074886,-0.22145414,0.7936173,-1.2825977,-0.843486,2.0030196,-0.5724217,0.50422555,2.723717,-1.2825977,-0.5724217,1.0247898,-0.843486,2.244643,-0.22145414,2.388925,0.9996301,-0.09435636,-1.2825977,-0.843486,-0.843486,-0.5724217,-0.22145414,0.33282793,-0.5724217,0.013678209,-0.375815,-0.843486,-0.5724217,0.642635,-0.843486,-1.2825977,0.826898,1.2556092
cell_1165,-1.1651629,-0.3612804,1.7607907,0.38786143,-0.3612804,-0.3612804,-1.1651629,0.2186416,-1.1651629,-0.3612804,0.63411963,0.2186416,0.5224153,0.5224153,0.81302714,-1.1651629,-1.1651629,1.3643334,-1.1651629,-0.3612804,1.7024072,-1.1651629,-1.1651629,0.38786143,-0.3612804,0.7296199,0.2186416,1.6817385,1.1205379,0.81302714,-1.1651629,-1.1651629,-0.3612804,0.2186416,2.6787493,0.38786143,-1.1651629,-0.3612804,-0.009546147,0.2186416,-1.1651629,0.7296199,-1.1651629,-1.1651629,0.81302714,1.0694523
cell_1166,-0.6755101,-1.2008272,0.107554235,-1.2008272,-0.020193256,0.4628867,-0.38206697,0.6443193,0.30806372,-1.2008272,0.38985118,-0.6755101,0.74305665,-0.17744784,0.74305665,-0.38206697,-1.2008272,1.6227684,-0.38206697,-0.020193256,2.7511144,-1.2008272,-0.6755101,0.7875436,-1.2008272,2.1035373,0.30806372,1.819762,1.1215208,-0.020193256,-1.2008272,0.107554235,-1.2008272,-0.020193256,-0.020193256,0.21513794,-1.2008272,-0.020193256,0.30806372,-1.2008272,-0.6755101,0.7875436,-0.6755101,-1.2008272,1.1724125,1.5276499
cell_1167,-0.36623546,-1.0756092,0.20075668,-0.36623546,0.096904434,0.20075668,-1.0756092,-0.025590936,-0.025590936,-1.0756092,0.506429,-0.36623546,0.5654332,-0.025590936,0.6700658,-0.17492016,-1.0756092,1.8750294,-0.17492016,-1.0756092,2.9285066,-0.6327984,-0.36623546,1.7766461,-0.6327984,2.4564145,0.096904434,1.6145879,1.0077195,-1.0756092,-1.0756092,0.20075668,-0.17492016,-0.6327984,-0.6327984,-0.17492016,-1.0756092,-0.025590936,-0.17492016,-1.0756092,-0.6327984,1.1417329,-1.0756092,-1.0756092,1.0912333,1.0077195
cell_1168,-1.0733223,-1.0733223,0.5555404,-1.0733223,-1.0733223,0.46374097,0.07015144,0.07015144,0.35690725,-1.0733223,0.07015144,-0.14037341,0.22913149,0.07015144,0.5555404,-0.4528484,-0.4528484,1.321373,-1.0733223,-0.14037341,2.6163046,-1.0733223,-0.14037341,2.1280713,-0.14037341,2.1357486,0.46374097,1.8538586,0.93468595,-1.0733223,-1.0733223,-1.0733223,-1.0733223,-0.14037341,0.35690725,0.5555404,-1.0733223,-0.14037341,0.5555404,-1.0733223,-0.4528484,0.7076664,-1.0733223,-1.0733223,1.0241647,1.205554
cell_1169,-1.1587155,-0.11523481,1.97952,-0.11523481,-1.1587155,0.11844117,-0.7300415,2.2219527,0.49782902,-0.7300415,-0.11523481,-0.2683397,0.11844117,0.5545604,0.70208704,-0.7300415,-0.7300415,0.2946967,-0.2683397,0.011015619,0.36894056,-1.1587155,-0.7300415,2.986675,-0.2683397,0.11844117,0.011015619,2.7405224,0.82452434,1.075638,-1.1587155,-1.1587155,-0.46289775,-0.2683397,0.36894056,0.11844117,-1.1587155,0.11844117,-0.46289775,-1.1587155,-0.7300415,0.011015619,-1.1587155,-0.7300415,0.5545604,0.9291785
cell_1170,-1.2800369,-0.71850324,0.21657655,0.10418722,0.39890817,0.21657655,-0.19410628,0.60654753,-0.40894482,-1.2800369,0.10418722,-0.029405495,-0.029405495,0.39890817,0.97325367,-0.40894482,-0.71850324,2.3748949,-0.71850324,-0.19410628,2.384766,-1.2800369,-0.71850324,0.60654753,-0.71850324,2.5655286,-0.40894482,1.3311441,1.431778,-0.19410628,-1.2800369,0.10418722,-0.19410628,-1.2800369,0.21657655,0.7174364,-1.2800369,0.10418722,-0.029405495,-1.2800369,-1.2800369,0.39890817,-0.19410628,-1.2800369,0.85680693,1.2865243
cell_1171,-0.56718576,-0.74232113,1.9610755,-0.74232113,-0.42996255,0.116096295,-0.13801602,2.4223516,0.81033206,-0.98466426,-0.13801602,-0.98466426,-0.3171232,-0.56718576,0.25656578,-0.74232113,-0.74232113,1.1130793,-0.98466426,-0.42996255,2.107747,-0.98466426,-0.56718576,2.1895976,-0.56718576,1.6063704,-0.06437542,1.7503767,0.43814427,1.0907874,-0.74232113,-0.98466426,-0.98466426,-0.22129557,0.0016275747,-0.06437542,-0.56718576,-0.22129557,-0.56718576,-0.98466426,-0.56718576,1.3174574,-0.98466426,-0.98466426,0.6510413,0.7356526
cell_1172,-1.4052098,0.5219712,2.7945004,0.02884699,-0.5332064,1.6432703,0.103253,-0.98922193,1.9846778,-1.4052098,0.02884699,0.103253,-0.14756861,0.02884699,0.103253,-0.72609735,-0.5332064,-0.25490922,-0.98922193,-0.72609735,0.5975299,-0.98922193,-0.054033123,1.562048,0.6659821,0.9129571,-0.14756861,1.0970633,0.75792885,-0.38084736,-1.4052098,-0.14756861,-0.98922193,0.9129571,0.3915351,0.43765822,-0.98922193,1.5901406,0.103253,-1.4052098,-0.98922193,0.3915351,-1.4052098,-1.4052098,0.3915351,0.8648561
cell_1173,-0.7424163,-1.2781647,0.23382115,1.1061027,-0.4488932,0.56445,-1.2781647,0.38615635,-0.4488932,-0.2456265,2.2470348,-0.7424163,0.23382115,1.6053966,0.6146799,-0.4488932,-1.2781647,0.6146799,-1.2781647,-0.7424163,0.56445,-1.2781647,-0.2456265,1.5943137,1.1061027,0.314319,0.5101368,1.2514728,0.8211741,-1.2781647,-1.2781647,0.14228448,-1.2781647,-0.4488932,0.14228448,-0.7424163,-1.2781647,2.0184352,1.0824924,-1.2781647,0.314319,0.036193117,-0.4488932,-0.7424163,0.14228448,1.5830439
cell_1174,-0.804165,-1.302593,0.15590985,1.3895372,-1.302593,-0.041284516,-0.16664347,0.37353197,-0.5201171,0.23646998,2.3433084,-0.5201171,-0.041284516,1.5916123,0.7091224,-1.302593,-1.302593,0.23646998,-0.5201171,-0.5201171,0.30846092,-1.302593,-0.804165,1.4801462,1.161126,0.30846092,0.23646998,1.5039549,0.7459132,-0.5201171,-0.804165,0.064461716,-0.5201171,-1.302593,-0.16664347,-0.3205856,-0.804165,1.794392,1.5492003,-1.302593,0.53798693,0.23646998,-1.302593,-1.302593,0.48747766,1.3466597
cell_1175,-1.3025392,-1.3025392,0.09865176,1.0178423,-0.781208,0.34300974,-0.4909642,0.2709835,-0.28882027,0.6192484,2.0576777,-1.3025392,-0.28882027,1.4067495,0.77975965,-0.28882027,-1.3025392,0.19031724,-0.781208,0.19031724,0.34300974,-1.3025392,-0.781208,1.7256616,-0.13356636,0.09865176,0.19031724,1.4862643,0.40806898,-0.28882027,-1.3025392,0.2709835,-0.4909642,-1.3025392,0.521906,-0.007493351,-0.781208,2.1041734,1.4476801,-1.3025392,1.1737722,-0.13356636,-1.3025392,-1.3025392,0.2709835,1.5460297
cell_1176,-0.978424,-1.5366294,0.415961,1.4341387,-0.978424,0.2245667,-0.66778195,0.2245667,-0.2853373,-0.2853373,1.392058,-0.15044169,0.29417166,1.3159502,0.5670205,-0.978424,-0.45146418,0.14750706,-1.5366294,-0.15044169,0.6525761,-1.5366294,-0.978424,1.1343007,0.29417166,0.415961,0.415961,1.8552756,0.6918213,-0.66778195,-1.5366294,0.7981551,-0.2853373,-0.45146418,-0.15044169,-0.15044169,-0.45146418,2.081449,1.722238,-1.5366294,0.6918213,0.2245667,-1.5366294,-1.5366294,0.61106807,1.212538
cell_1177,-1.3447729,-1.3447729,0.45608395,-1.3447729,0.14905962,0.5351987,-0.7219763,0.14905962,-0.16367412,-0.39074215,0.6715978,-0.16367412,0.26632738,0.009300592,0.36734942,-0.7219763,-1.3447729,1.0872457,-0.39074215,0.97312033,2.7081494,-1.3447729,-0.39074215,0.97312033,-0.39074215,0.26632738,0.26632738,1.1216425,1.1859282,-1.3447729,-1.3447729,-0.7219763,-0.7219763,-0.39074215,2.7491105,0.78649276,-1.3447729,0.6065769,0.009300592,-0.16367412,-0.7219763,0.6065769,-0.7219763,-0.7219763,1.0131761,1.2996727
cell_1178,-0.7192288,-1.1068724,2.8120272,1.5097909,-0.7192288,-0.21726458,1.5097909,1.7690839,2.2250562,-1.1068724,0.505226,-0.47312653,-0.08791606,-0.7192288,0.15721843,-1.1068724,-0.37683368,0.2709033,-1.1068724,-0.585192,0.2709033,-0.88600624,-0.37683368,0.11470871,-0.585192,0.505226,-0.21726458,2.3227098,0.15721843,-0.47312653,-1.1068724,0.30496228,-0.585192,1.1770936,-0.7192288,0.15721843,-0.7192288,0.9598361,-0.29241642,-0.88600624,-0.7192288,0.2709033,-1.1068724,-1.1068724,0.42644015,0.6795317
cell_1179,-0.42190346,-0.5857431,0.07600634,-0.8008994,-0.42190346,0.0011175488,-0.42190346,0.49047247,-0.08288274,-0.42190346,-0.2895553,-0.08288274,-0.2895553,-0.42190346,0.3624151,-1.1149864,-0.5857431,1.2565643,-0.8008994,0.66210675,2.4352493,-0.8008994,-0.2895553,0.49047247,-1.1149864,1.9875515,0.07600634,1.7927796,1.1451548,-0.5857431,-1.1149864,-0.42190346,-0.8008994,-0.8008994,2.4305594,0.3138521,-0.5857431,0.3138521,-0.2895553,-1.1149864,-0.8008994,2.6277835,-1.1149864,-1.1149864,0.4077887,0.82396483
cell_1180,0.16707234,-1.6057638,-0.45890528,0.81013775,-0.6857183,-0.025384044,-0.45890528,0.24746275,-0.025384044,0.16707234,2.1516528,-0.28503862,0.73450613,0.9109494,0.8788296,-1.0125811,-1.0125811,0.5555824,-1.6057638,-0.45890528,1.1510018,-1.6057638,-0.14401828,1.2767593,0.07700717,0.5555824,0.8788296,1.6252902,0.8452706,-0.6857183,-1.6057638,-0.025384044,-0.28503862,-1.0125811,0.73450613,-0.14401828,-1.0125811,2.3130112,0.44703722,-1.6057638,-0.28503862,0.38623407,-0.6857183,-1.6057638,0.16707234,1.2572116
cell_1181,-0.7737165,-1.4224296,0.3398893,-1.4224296,0.5830514,0.11773711,0.3398893,0.7097332,-0.20117699,-1.4224296,0.23711732,-0.024673449,0.3398893,-0.4334106,0.8178673,-0.7737165,-1.4224296,1.25928,-0.4334106,-0.024673449,2.725598,-0.7737165,-0.024673449,1.7189718,-0.4334106,2.4730694,0.3398893,1.5145088,1.0343826,-0.024673449,-1.4224296,0.11773711,-0.7737165,-0.4334106,-0.7737165,0.43011475,-0.7737165,0.3398893,0.11773711,-0.7737165,-1.4224296,0.5105265,-0.4334106,-1.4224296,0.9552067,0.8178673
cell_1182,-1.1160607,-0.5441689,0.36034718,-0.24076693,-1.1160607,0.7308421,-1.1160607,0.25311357,-0.5441689,-0.5441689,0.5338375,-0.24076693,0.7308421,0.25311357,0.78541315,-0.24076693,-1.1160607,1.510327,-1.1160607,0.4527135,2.6551342,-1.1160607,-1.1160607,1.4924018,-1.1160607,2.2466805,0.12529112,2.2042837,0.9676927,-0.5441689,-1.1160607,0.78541315,-0.24076693,-0.5441689,0.12529112,0.12529112,-0.24076693,0.36034718,-0.24076693,-1.1160607,-1.1160607,0.6061614,-1.1160607,-1.1160607,0.5338375,0.83585775
cell_1183,-0.727278,-0.13910599,2.6277587,-0.99835044,-0.3753197,0.40383264,-0.99835044,1.9548998,1.1111333,-0.727278,0.64574,0.35436094,0.40383264,-0.044654794,0.57368463,-0.53022534,-0.727278,0.4937029,-0.99835044,-0.53022534,0.85324204,-1.4351976,-0.53022534,1.6744857,-0.99835044,0.57368463,0.24401878,1.7306678,0.9030791,0.9935523,-0.99835044,-0.53022534,-0.727278,-0.99835044,-0.044654794,0.40383264,-1.4351976,-0.13910599,-0.24767056,-0.727278,-0.727278,1.4286767,-1.4351976,-1.4351976,0.57368463,1.2581015
cell_1184,-0.6564903,-1.3185954,-0.05005155,1.3610251,-1.3185954,-0.81408316,-0.6564903,-0.109738275,0.05547283,0.05547283,1.7505833,0.18804204,1.2788532,1.032164,0.14668457,0.9336313,-0.81408316,0.18804204,-1.3185954,-0.81408316,0.39383107,-1.0201751,-1.0201751,1.4019516,0.42275584,0.1026212,0.33196616,1.1760564,0.14668457,-0.6564903,-1.3185954,0.7344747,-1.0201751,-0.5288636,-0.81408316,-0.1752317,-1.3185954,2.0510554,1.9081334,-0.5288636,1.620456,0.14668457,-1.3185954,-1.3185954,0.18804204,1.2945585
cell_1185,-0.293328,-0.5615926,0.17083412,-0.5615926,-0.5615926,0.44435957,-0.293328,0.44435957,-0.1013566,-1.0104527,-0.1013566,-0.1013566,0.5155963,-0.293328,0.5800843,-0.5615926,-0.5615926,2.3514001,0.17083412,0.048242804,2.8142571,-1.0104527,-0.1013566,2.0520935,-0.5615926,2.5686812,-1.0104527,1.9107513,0.6389926,-1.0104527,-1.0104527,-0.5615926,-0.5615926,-0.5615926,-0.293328,0.5155963,-1.0104527,0.048242804,-0.5615926,-1.0104527,-1.0104527,0.27469388,-1.0104527,-1.0104527,0.8750854,0.8750854
cell_1186,-0.1778026,-1.1352137,0.4683265,-1.1352137,-0.6612416,0.21619979,-0.1778026,-0.6612416,-0.37923896,-0.6612416,0.53579336,-0.37923896,0.7555552,0.10744337,0.31051853,-0.6612416,-1.1352137,1.5356412,0.21619979,-0.6612416,2.8410165,-1.1352137,-0.6612416,2.5215838,-0.37923896,2.7292273,0.10744337,1.2475221,0.6541233,0.10744337,-1.1352137,-0.1778026,-1.1352137,-0.1778026,-0.37923896,0.4683265,-0.6612416,0.10744337,-0.02098343,-1.1352137,-0.1778026,0.84431756,-1.1352137,-1.1352137,0.84431756,0.6541233
cell_1187,-0.5742604,-1.0482851,0.16372122,-0.5742604,0.041873436,0.16372122,-1.0482851,0.041873436,-0.10751591,-0.5742604,0.355675,-0.30064797,0.8574184,-0.10751591,1.0287819,-0.30064797,-1.0482851,1.7480888,-1.0482851,-1.0482851,2.7582772,-1.0482851,-1.0482851,1.8775284,-1.0482851,2.3498747,0.5678233,1.6250429,1.458225,0.26661882,-1.0482851,-0.30064797,-0.30064797,0.041873436,-0.5742604,0.16372122,-0.5742604,-0.30064797,-0.30064797,-1.0482851,-0.5742604,0.5043605,-1.0482851,-1.0482851,0.8171102,1.2122976
cell_1188,-1.2434229,-0.009213179,2.5870397,0.45345527,-1.2434229,1.4914745,0.5582581,-0.009213179,2.167989,-0.6903311,0.3302578,0.059987906,0.059987906,-0.2703667,0.28388083,-0.9138625,-0.9138625,0.28388083,-1.2434229,-0.9138625,0.5582581,-1.2434229,-0.2703667,1.196162,0.6203484,0.90879726,-0.08597215,0.94716936,0.64945245,-0.9138625,-1.2434229,-0.38456434,-0.52096343,0.8251383,-0.08597215,0.059987906,-1.2434229,2.577908,-0.17214473,-1.2434229,-0.6903311,-0.08597215,-0.9138625,-1.2434229,0.28388083,0.8887967
cell_1189,-1.1579523,-1.1579523,0.57789123,-0.021615544,0.57789123,0.57789123,-1.1579523,-0.24093726,-0.24093726,-0.021615544,0.72359127,0.28077343,0.14559905,-0.5603448,0.492,-1.1579523,-0.021615544,1.7008986,-0.5603448,-0.021615544,3.0485487,-1.1579523,-1.1579523,1.1891354,-1.1579523,2.5395992,-0.5603448,1.6313422,0.94751525,-0.021615544,-1.1579523,-0.24093726,-1.1579523,-0.021615544,-0.021615544,0.28077343,-0.021615544,-0.5603448,-0.24093726,-0.5603448,-0.5603448,0.39423358,-1.1579523,-1.1579523,1.3419797,0.78655154
cell_1190,-0.8076432,-1.367735,0.011059788,0.9744453,-0.2856409,0.21927458,-0.4994202,0.21927458,-0.1218049,-0.2856409,2.2114718,-0.1218049,-0.4994202,1.3307598,1.0615546,-0.8076432,-0.8076432,0.011059788,-0.8076432,-0.2856409,0.30411154,-0.4994202,-0.8076432,1.8305873,0.71607625,0.011059788,0.8000284,1.8024887,0.6207659,-0.4994202,-1.367735,0.12282179,-1.367735,-0.8076432,-0.2856409,-0.2856409,-1.367735,1.8213449,0.8750436,-1.367735,-0.1218049,0.5105357,-1.367735,-1.367735,0.5678018,2.1897357
cell_1191,-1.1668633,-1.1668633,0.26999557,-0.259454,-1.1668633,0.4855721,-0.580169,0.13233991,-0.580169,-0.580169,0.13233991,-0.259454,0.26999557,-0.259454,0.9994466,-1.1668633,-0.259454,1.5744947,-0.259454,0.13233991,3.214918,-1.1668633,0.13233991,1.7252108,-0.580169,2.5163565,0.26999557,1.9688412,0.9994466,-1.1668633,-1.1668633,0.13233991,-1.1668633,-0.037530795,-0.259454,-0.037530795,-0.580169,-0.037530795,-0.259454,-0.580169,-1.1668633,0.26999557,-0.580169,-0.259454,0.5733668,0.95183873
cell_1192,-0.49185282,-1.3669736,0.22549242,0.94562966,-0.8008849,-0.49185282,-0.8008849,0.017977102,-1.3669736,0.017977102,1.9299636,-0.49185282,0.5155176,1.3125693,0.94562966,-1.3669736,-0.114549264,1.0359855,-1.3669736,-0.114549264,0.80357635,-1.3669736,-0.27811456,1.2734057,0.22549242,0.1293864,0.22549242,1.9455748,1.1647003,-0.114549264,-1.3669736,0.1293864,-0.8008849,-0.49185282,-0.49185282,-0.114549264,-1.3669736,2.4474347,0.4534736,-1.3669736,0.8781956,-0.27811456,-0.8008849,-0.8008849,0.3099962,1.4810449
cell_1193,-0.034570716,-0.62102807,0.28480998,-0.62102807,0.28480998,-0.62102807,-1.3313837,0.14262593,-0.62102807,-1.3313837,0.40356103,-0.26985955,0.28480998,0.28480998,0.6743491,-0.62102807,-0.62102807,1.4879905,-1.3313837,-0.26985955,2.7702458,-1.3313837,-1.3313837,1.1123507,-0.26985955,2.4271858,-0.26985955,1.579573,1.3542994,-0.62102807,-0.62102807,0.14262593,-1.3313837,0.14262593,0.28480998,0.59485525,-0.26985955,0.6743491,0.14262593,0.14262593,-1.3313837,-0.26985955,-0.62102807,-1.3313837,1.4879905,1.1901217
cell_1194,-1.1792189,-1.1792189,-0.28839222,-0.073099226,-0.28839222,0.43259922,-1.1792189,0.43259922,-1.1792189,-0.60081416,0.43259922,-0.60081416,-0.073099226,-0.073099226,0.92799187,-1.1792189,-0.60081416,1.938536,-0.60081416,0.091345005,2.6774795,-0.60081416,-0.28839222,0.7232079,-1.1792189,2.7130828,-0.60081416,1.3728635,0.88213176,-0.073099226,-1.1792189,-0.28839222,-0.60081416,-0.073099226,0.43259922,0.43259922,-0.60081416,0.59286803,-0.60081416,-0.073099226,-1.1792189,1.7185327,-1.1792189,-0.28839222,1.0499115,1.0499115
cell_1195,-1.236936,-1.236936,0.30092356,-0.5692004,-0.5692004,0.5142703,-0.5692004,0.41567367,-0.5692004,-0.5692004,0.1636699,0.60070515,0.60070515,-0.23332782,0.60070515,-1.236936,-0.5692004,1.1020423,-0.5692004,0.41567367,2.4574156,-1.236936,-0.5692004,1.7694012,-1.236936,2.075992,-0.007121493,2.6698477,0.5142703,-0.007121493,-1.236936,-0.5692004,-0.5692004,-1.236936,-0.5692004,0.30092356,-0.5692004,0.60070515,0.1636699,-1.236936,-0.23332782,0.5142703,0.5142703,-1.236936,0.97113943,1.177454
cell_1196,-1.3768905,-0.37429467,1.1301037,-0.14884445,-0.70928913,0.27231452,-0.70928913,1.9050395,0.02131459,-1.3768905,0.4565685,-0.14884445,0.533184,0.02131459,0.8253759,-0.37429467,-1.3768905,0.7226732,-1.3768905,0.15803063,0.8253759,-1.3768905,-0.14884445,2.3217337,-1.3768905,0.37050042,0.15803063,2.1512048,1.0307559,1.1603094,-0.14884445,-0.70928913,-0.14884445,-0.37429467,0.533184,0.37050042,-1.3768905,0.15803063,-0.70928913,-1.3768905,-0.70928913,1.2695493,-0.70928913,-1.3768905,0.8253759,1.2943836
cell_1197,-0.91922945,-0.120672144,2.6089983,0.6384678,-1.4201239,1.0528268,0.91980284,-0.4158011,2.1116543,-1.4201239,0.17474148,0.3210209,-0.62495095,-0.120672144,0.17474148,-1.4201239,-0.4158011,0.08890416,-0.91922945,-0.008388625,0.68015903,-0.120672144,-1.4201239,1.3322972,0.7195973,0.97595316,0.08890416,1.122371,0.91980284,-0.91922945,-1.4201239,-0.25342223,-0.62495095,0.54718095,-0.120672144,0.3210209,-0.91922945,2.2418766,-0.25342223,-1.4201239,-0.62495095,0.08890416,-0.62495095,-1.4201239,0.3210209,0.49686584
