,CD10,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD172a,CD185,CD19,CD192,CD197,CD21,CD24,CD25,CD269,CD27,CD278,CD279,CD3,CD304,CD319,CD38,CD39,CD4,CD40,CD45RA,CD45RO,CD56,CD66b,CD71,CD80,CD86,CD8a,CD95,FceRI,HLA.DR,IgD,IgG1.K.Isotype.Control,IgM,KLRG1,TCR.Va24.Ja18,TCR.Va7.2,TCR.a.b,TCR.g.d
cell_41,-0.53447396,-1.2773567,0.13504432,0.7959133,-0.53447396,0.04372255,-0.53447396,0.28773135,-0.3384656,0.13504432,2.162255,-0.53447396,-0.3384656,1.1057373,1.3482231,-1.2773567,-0.8099297,-0.06164804,-0.53447396,0.35297394,0.65111816,-0.8099297,-0.8099297,1.6115481,0.46735972,0.04372255,0.5181148,2.1396124,0.56537247,-0.53447396,-1.2773567,1.184181,-0.8099297,-0.3384656,0.04372255,0.21562642,-1.2773567,2.2420642,-0.8099297,-1.2773567,-1.2773567,0.28773135,-1.2773567,-1.2773567,0.56537247,1.6501989
cell_42,-1.172933,-0.5548033,0.78859407,-0.5548033,0.15345874,0.7263753,-0.013147968,0.40036803,-0.5548033,-1.172933,0.6580473,0.15345874,0.28779998,-0.5548033,0.58227795,0.15345874,-0.23258689,1.8233113,-1.172933,-0.013147968,2.908698,-0.5548033,-0.5548033,0.947549,-1.172933,2.3782165,-0.013147968,1.7524816,1.0363799,-0.013147968,-1.172933,-1.172933,-1.172933,-1.172933,-0.013147968,0.15345874,-0.5548033,-0.013147968,0.15345874,-1.172933,-1.172933,0.78859407,-0.5548033,-1.172933,0.49724615,1.3089365
cell_43,-1.2903758,-0.41357517,0.47965884,-0.72577304,-0.03029318,0.40264446,-0.41357517,0.8657473,-0.72577304,-1.2903758,0.40264446,0.104706444,-0.03029318,-0.41357517,1.2767982,-1.2903758,-0.41357517,1.0188764,-0.41357517,0.21830632,2.7559192,-1.2903758,-0.19667113,1.3234086,0.104706444,2.0844834,0.31637165,2.5133777,1.0188764,-0.19667113,-1.2903758,0.104706444,-1.2903758,-0.72577304,-0.19667113,-0.03029318,-0.72577304,-0.03029318,0.104706444,-1.2903758,-0.03029318,0.67088276,-1.2903758,-1.2903758,0.6126195,0.9463841
cell_44,-0.62082815,-1.4378086,-0.24442741,-0.62082815,0.0029063888,0.80871177,-0.62082815,0.18743125,0.0029063888,-1.4378086,0.7353734,0.0029063888,0.33467227,0.0029063888,0.4571928,-0.62082815,0.4571928,1.6361761,-1.4378086,-0.62082815,2.1379232,-1.4378086,-0.62082815,0.4571928,-1.4378086,2.6972556,-0.62082815,1.5400218,0.9364514,0.0029063888,-1.4378086,0.4571928,-0.24442741,-1.4378086,0.4571928,0.56211233,-0.24442741,0.87536526,0.0029063888,-0.62082815,-0.24442741,-0.24442741,0.18743125,-1.4378086,1.2621522,1.4867504
cell_45,-0.78987944,-1.4424778,0.072590716,0.6373928,-0.78987944,0.18678358,-0.2335749,0.072590716,0.18678358,0.28494948,2.3152347,-0.78987944,0.8299279,1.1327507,0.740252,-1.4424778,-1.4424778,0.072590716,-0.78987944,-0.4579162,0.740252,-0.4579162,-1.4424778,1.2575493,0.90941936,0.44769952,0.51679486,1.1853656,0.6373928,0.072590716,-1.4424778,0.69070786,-1.4424778,-0.78987944,-0.2335749,0.18678358,-1.4424778,1.917936,1.3229872,-1.4424778,-0.78987944,0.51679486,-0.78987944,-0.78987944,0.7865236,1.521193
cell_46,-0.1876388,-1.2496498,-0.5318203,1.1949819,-1.2496498,-0.10274386,-0.5318203,-0.28446057,-0.5318203,0.34959778,2.2693226,-0.28446057,-0.39711723,1.6052903,0.3898756,-0.28446057,-0.69935066,0.3898756,-1.2496498,-0.9210466,0.34959778,-0.69935066,-0.5318203,1.7557353,0.1598411,0.04096225,0.34959778,1.6935371,0.30682287,-0.10274386,-0.9210466,0.5621056,-0.69935066,-0.9210466,-0.28446057,-0.28446057,-1.2496498,2.3673515,1.5708233,-1.2496498,0.6479863,-0.10274386,-1.2496498,-1.2496498,0.1598411,1.8881673
cell_47,-1.3260404,-0.67963415,0.33144528,1.3656695,-0.67963415,-0.35245046,-0.35245046,-0.13167638,-0.13167638,-0.13167638,2.2518535,-0.23323941,0.035170797,1.5437036,0.4625332,-1.3260404,-1.3260404,0.105518185,-1.3260404,-0.67963415,0.4625332,-1.3260404,-0.23323941,1.6505308,0.5378218,0.105518185,0.16933097,1.6983024,0.33144528,-1.3260404,-1.3260404,0.33144528,-0.92951113,-0.35245046,-0.13167638,-0.23323941,-0.67963415,1.7048639,1.5011363,-0.92951113,1.3328106,0.105518185,-0.67963415,-1.3260404,0.33144528,1.7906985
cell_48,-1.0793092,-0.7934898,2.7536373,0.64922255,-0.7934898,1.209876,-0.42309,0.012230946,2.2822893,-1.0793092,0.16232656,0.44396582,-0.42309,-0.5860339,0.16232656,-0.7934898,-0.0755689,-0.0755689,-1.5415577,-0.5860339,0.91922975,-0.2888911,-0.17479989,1.4198486,0.75021607,0.91922975,-0.42309,1.1562409,0.6843932,0.09096307,-1.5415577,0.16232656,-1.5415577,1.0141448,0.012230946,-0.0755689,-1.0793092,1.551952,-0.17479989,-0.7934898,-1.5415577,0.16232656,-1.0793092,-1.0793092,0.532794,0.9914996
cell_49,-1.54119,0.19387406,2.2806911,0.19387406,-0.9562374,1.0793923,0.5712225,-0.2458436,1.6090987,-1.54119,-0.6364745,-0.10859659,-0.2458436,-0.41521004,1.1708567,-1.54119,-0.9562374,0.27198496,-0.9562374,-0.41521004,1.3075445,-0.6364745,-0.9562374,1.6656027,0.4067816,1.0289443,-0.2458436,1.0793923,1.1265632,-0.10859659,-0.9562374,0.6632432,-0.41521004,1.0793923,-0.6364745,0.6632432,-0.6364745,1.1490475,-0.41521004,-0.9562374,-1.54119,0.3425057,-0.9562374,-1.54119,0.4067816,1.2710433
cell_50,-0.45046082,-1.0280452,-0.45046082,1.011726,-1.0280452,-1.0280452,-0.45046082,0.49639603,-1.0280452,-1.0280452,2.3328764,-1.0280452,0.18936928,1.5258018,0.30951902,-1.0280452,-1.0280452,0.49639603,-1.0280452,-0.15768176,0.039966058,-1.0280452,-1.0280452,1.569674,0.30951902,0.18936928,0.30951902,1.5972774,0.80644405,-0.45046082,-1.0280452,0.70036453,-1.0280452,-1.0280452,0.039966058,-0.45046082,0.039966058,1.6613157,1.6733617,-1.0280452,1.5553943,0.49639603,-0.45046082,-1.0280452,0.30951902,1.6490295
cell_51,-1.5429436,-0.24074748,2.4378302,0.43616414,-0.966171,0.74725014,0.43616414,-0.09893626,1.298182,-0.966171,0.29589897,0.607493,-0.24074748,-0.24074748,0.74725014,-1.5429436,-0.966171,0.29589897,-0.966171,-0.24074748,0.90087897,-0.966171,-0.09893626,2.680751,-0.09893626,0.70345545,0.02055466,1.2772629,0.90087897,-0.41517824,-1.5429436,-0.24074748,-0.64186174,0.29589897,0.29589897,0.86528057,-0.64186174,0.96743935,-0.64186174,-1.5429436,-1.5429436,0.55455625,-0.966171,-0.966171,0.12380511,1.4304345
cell_52,-1.347342,-1.347342,-0.2180282,0.3934111,-0.85957074,0.44927606,-0.5753794,0.50099504,0.01707847,-0.2180282,2.23412,-0.2180282,0.01707847,1.6136117,0.63647795,-0.2180282,-1.347342,0.3934111,-1.347342,-0.37405583,0.5941762,-1.347342,-0.37405583,1.4163504,0.26614338,0.44927606,0.110339165,1.5719659,0.5941762,-0.5753794,-1.347342,0.19258432,-0.85957074,-0.5753794,0.3934111,-0.85957074,-1.347342,2.2464612,1.2998447,-0.85957074,0.5491411,0.01707847,-0.85957074,-1.347342,0.5941762,1.8723671
cell_53,-1.3386236,-1.3386236,0.66237134,-0.40870336,0.25178686,0.13332823,-1.3386236,0.13332823,-0.18147884,-0.40870336,-0.18147884,-0.0075786286,-0.0075786286,-0.40870336,0.52401006,-1.3386236,-0.73718286,0.25178686,-0.73718286,0.66237134,2.4141965,-0.73718286,-0.40870336,0.96868736,-0.40870336,0.8311542,0.52401006,1.4241979,0.8311542,-0.18147884,-0.40870336,-0.18147884,-0.73718286,-0.73718286,2.5206213,0.44383088,-1.3386236,-0.40870336,0.13332823,-0.73718286,-1.3386236,2.8817134,-1.3386236,0.35397646,0.9256022,0.52401006
cell_54,-0.8351249,-1.3733456,0.43989953,0.63909894,-0.8351249,0.23989938,0.15772292,0.3795036,0.9188786,0.43989953,1.8780179,-0.53764373,-0.33099598,0.94699764,0.88955426,-1.3733456,-0.8351249,0.7931908,-1.3733456,-0.8351249,0.7577978,-1.3733456,-0.8351249,1.7628644,-1.3733456,0.15772292,0.63909894,1.6243287,0.8268426,0.15772292,-1.3733456,0.23989938,-0.8351249,-0.53764373,-0.043898467,0.15772292,-0.53764373,2.078665,0.99998957,-1.3733456,-0.53764373,0.06431218,-0.8351249,-1.3733456,0.43989953,1.7285763
cell_55,-1.2514073,-1.2514073,0.5679467,-0.16365936,-0.00011599733,0.13240556,-0.6861765,0.2438185,-0.16365936,-0.6861765,0.68701035,-0.00011599733,-0.00011599733,0.2438185,0.8776015,-0.6861765,-0.37733382,1.7907315,-1.2514073,-0.37733382,2.4345565,-0.37733382,-1.2514073,0.63000256,-0.6861765,0.499861,-0.16365936,2.1677022,1.2554293,-0.16365936,-1.2514073,-0.6861765,-0.37733382,-0.6861765,2.558764,0.4244464,-0.37733382,0.4244464,-1.2514073,-1.2514073,-1.2514073,0.63000256,0.33993256,-1.2514073,0.83458745,1.1783153
cell_56,-1.2105719,-0.6512309,0.29548454,-0.12167052,0.48108932,0.3942059,-0.6512309,0.48108932,-0.6512309,-1.2105719,0.29548454,-0.12167052,-0.33917212,-0.33917212,0.29548454,-1.2105719,-0.12167052,1.258216,-1.2105719,0.6287549,3.011621,-1.2105719,-0.6512309,0.85626245,-0.6512309,2.72721,-0.33917212,1.258216,1.9140929,-0.33917212,-1.2105719,0.3942059,-0.6512309,-0.33917212,-0.12167052,0.55867225,-0.6512309,0.48108932,-0.12167052,-0.6512309,-0.6512309,0.18118301,-1.2105719,-1.2105719,1.1687529,1.1687529
cell_57,-0.70723414,-1.3823296,-0.12250981,0.13236359,-0.5129172,-0.23138478,-1.3823296,0.056695797,-0.970812,-0.02753296,2.3510392,-0.5129172,-0.02753296,1.824764,0.90876967,0.20105116,-0.02753296,-0.02753296,-0.970812,-0.35893387,0.55888283,-0.970812,-1.3823296,1.2163414,0.26393855,0.13236359,0.20105116,2.7690678,0.55888283,-0.70723414,-0.970812,-0.35893387,-0.970812,-0.70723414,0.13236359,-0.12250981,-0.70723414,1.6498101,0.5171402,-0.970812,1.0259702,0.13236359,-0.5129172,-1.3823296,0.20105116,2.1923718
cell_58,-0.49379867,-0.32569617,2.5556874,-0.49379867,-1.0402552,-0.19014454,-0.7151964,3.0256033,1.1558093,-0.32569617,0.37281635,-0.7151964,-0.7151964,-0.49379867,0.021194844,-0.7151964,-0.32569617,0.10699676,-1.0402552,-0.49379867,0.37281635,-1.0402552,0.31518486,2.4631598,-0.7151964,0.021194844,-0.32569617,1.5988762,0.5218326,1.0156007,-1.0402552,-0.49379867,-0.7151964,-0.49379867,0.10699676,0.10699676,-1.0402552,-0.19014454,-0.19014454,-1.0402552,-0.7151964,2.072795,-0.49379867,-0.49379867,0.5218326,0.7161143
cell_59,-0.681443,-1.2425357,-0.26024616,1.2248753,-1.2425357,0.18994021,-0.681443,-0.16208345,-0.90704525,-0.37451595,1.8818927,-0.681443,0.13233703,1.8519037,0.7364554,-0.26024616,-0.90704525,-0.07604317,-1.2425357,-0.681443,0.5971122,-1.2425357,-0.26024616,1.039124,0.71072465,0.00054240366,0.33874896,1.5009763,0.4228154,-0.90704525,-0.511237,1.131024,-1.2425357,-0.511237,-0.16208345,-0.37451595,-1.2425357,2.8180707,1.1452293,-0.90704525,0.83082485,0.3820475,-0.90704525,-0.90704525,-0.07604317,1.7171122
cell_60,-0.3993934,-1.3899133,0.61795765,0.009739088,-0.74009913,0.1522732,-0.3993934,0.37460724,-0.16692644,-1.3899133,0.009739088,0.1522732,0.9473457,-0.3993934,0.80081517,-1.3899133,-0.74009913,2.1751924,-0.74009913,0.46490374,2.8416367,-0.3993934,-1.3899133,0.7447339,-1.3899133,2.292109,0.009739088,1.3481444,1.1411865,0.1522732,-0.74009913,-0.3993934,-0.74009913,-0.74009913,0.46490374,0.61795765,-1.3899133,-0.16692644,0.37460724,-1.3899133,-0.74009913,0.27175257,-0.3993934,-0.16692644,0.8529472,0.99038535
cell_61,-0.65189165,-0.65189165,0.32637104,-0.40681532,-0.40681532,0.32637104,-1.020571,0.15225059,-0.40681532,-1.020571,0.15225059,-0.2229578,-0.07576756,-0.2229578,0.24441293,-1.020571,-0.2229578,0.58560264,-1.020571,-0.40681532,3.4159873,-1.020571,0.32637104,0.40016103,-0.65189165,0.32637104,0.40016103,2.0094202,0.9294275,-0.07576756,-1.020571,-0.40681532,-0.2229578,-0.65189165,-0.07576756,0.89421743,-0.40681532,-0.07576756,-0.07576756,-1.020571,-1.020571,3.1400266,-0.65189165,-1.020571,0.68762034,1.8391352
cell_62,-1.094396,-1.094396,0.48901698,-0.2181658,0.15440933,0.28491932,-0.2181658,-0.0068953857,-0.0068953857,-0.5249974,0.77386904,0.28491932,0.28491932,-0.0068953857,0.829807,-1.094396,-0.2181658,1.1634965,-0.0068953857,-0.5249974,2.7789905,-0.5249974,-0.5249974,1.8032359,-1.094396,2.5235577,-0.5249974,2.3057947,0.77386904,-1.094396,-1.094396,-0.5249974,-1.094396,-0.5249974,0.15440933,0.48901698,-1.094396,-0.2181658,-1.094396,-0.5249974,-0.5249974,0.712963,-1.094396,-1.094396,0.5720546,1.284329
cell_63,-0.17291604,-1.0844327,0.49610212,-1.0844327,-0.025490627,0.6557791,0.09504016,0.4330099,-0.36279154,-1.0844327,0.6557791,-1.0844327,0.36327532,-0.36279154,0.8222228,-1.0844327,-0.17291604,1.1606399,-0.36279154,-0.36279154,2.7337008,-1.0844327,-0.36279154,1.8960419,-0.17291604,2.1117427,0.28533345,2.0277262,0.858036,-0.17291604,-1.0844327,-1.0844327,-0.62991464,-0.62991464,0.36327532,0.36327532,-1.0844327,0.19699137,-1.0844327,-1.0844327,-0.62991464,0.4330099,-1.0844327,-1.0844327,1.1381772,1.4293222
cell_64,-0.06324865,-1.3266796,0.04607188,1.367875,-0.19247946,-0.19247946,-0.35052446,0.48547223,-0.84022003,-0.06324865,2.4213877,-0.35052446,0.2991792,1.1255223,0.89081085,-1.3266796,-0.84022003,0.48547223,-0.5540329,-0.5540329,0.53810644,-1.3266796,-0.19247946,2.4068737,-0.5540329,0.42862922,0.2991792,1.3987898,0.63295805,-0.84022003,-1.3266796,-0.35052446,-0.5540329,-1.3266796,-0.5540329,-0.06324865,-0.84022003,2.149029,1.5957191,-1.3266796,0.3668454,-0.06324865,-0.84022003,-1.3266796,0.48547223,0.7166356
cell_65,-1.1157805,-1.1157805,0.2858165,-1.1157805,0.17544395,0.17544395,-0.6135983,0.17544395,-0.32173604,-1.1157805,0.38138467,-0.32173604,0.72861266,0.044824373,0.46565405,-0.32173604,0.044824373,1.7324971,-0.6135983,-0.32173604,3.0204773,-1.1157805,-0.6135983,0.2858165,-0.32173604,0.17544395,-0.11517746,2.624899,1.0364702,-0.32173604,-1.1157805,-0.11517746,-0.6135983,-0.32173604,2.4559035,-0.11517746,-1.1157805,0.2858165,0.2858165,-1.1157805,-0.6135983,0.2858165,-1.1157805,-1.1157805,0.96118987,1.1958807
cell_66,-0.3576725,-1.2986851,0.16762628,-0.13637263,0.031864204,0.7855664,-0.13637263,0.61131066,-0.13637263,-0.3576725,0.281445,0.281445,0.46547025,-0.6817918,0.73212147,-1.2986851,-0.6817918,1.3313887,-0.6817918,0.61131066,2.4441626,-0.6817918,-0.3576725,1.1099615,-1.2986851,2.6402133,0.031864204,1.6355088,1.5537343,-0.6817918,-1.2986851,-0.6817918,-1.2986851,-0.3576725,0.031864204,0.9252141,-1.2986851,0.281445,-0.13637263,-1.2986851,-0.3576725,0.16762628,-1.2986851,-1.2986851,0.8816634,1.1099615
cell_67,-0.82482237,-1.3765407,0.21120246,-0.5159928,-0.5159928,0.113240205,-0.82482237,0.4440056,-0.5159928,-1.3765407,0.4440056,-0.82482237,-0.13479336,-0.00016070128,0.8023572,0.113240205,-0.30048305,2.2209113,-0.82482237,0.3744372,2.390872,-1.3765407,-0.30048305,0.91422623,-0.30048305,2.2539654,-0.30048305,1.5842744,1.2632754,-0.5159928,-1.3765407,-0.30048305,-0.30048305,-0.13479336,0.29743055,0.71679646,-1.3765407,-0.00016070128,-0.13479336,-0.82482237,-0.5159928,1.5275636,-0.82482237,-1.3765407,0.9801941,1.3437437
cell_68,-0.3584353,-1.1204244,-0.15621348,-0.64198315,-0.15621348,0.33330855,-0.3584353,-0.15621348,-0.3584353,-1.1204244,0.41671357,-0.64198315,0.12982926,-0.3584353,0.82472944,-1.1204244,-0.15621348,2.1688793,0.0010822241,0.49136186,3.106712,-1.1204244,-0.3584353,0.49136186,-1.1204244,2.5878425,-1.1204244,1.5271515,0.90834653,-0.15621348,-1.1204244,-0.3584353,-1.1204244,-1.1204244,0.55891883,0.946738,-0.64198315,0.12982926,0.0010822241,-0.64198315,-0.64198315,0.6206156,0.0010822241,-1.1204244,1.0824375,1.0178169
cell_69,-0.79077315,0.38474333,2.1888425,0.5944724,-0.79077315,1.3403306,0.08425459,0.1993102,1.6547735,-1.4694879,0.38474333,0.08425459,-0.22489811,-0.79077315,0.6524419,-0.79077315,-0.79077315,0.29813355,-1.4694879,-0.053434566,0.8021869,-1.4694879,-0.79077315,1.7989607,0.38474333,1.0304039,0.08425459,0.9971577,1.2023385,-0.45228297,-1.4694879,0.29813355,-0.79077315,0.53127986,-0.053434566,0.8457551,-1.4694879,1.4003279,-0.79077315,-1.4694879,-1.4694879,0.4618292,-0.22489811,-1.4694879,0.4618292,0.92553127
cell_70,-0.6657058,-1.297612,-0.040146057,0.79173285,-1.297612,-0.12721598,-0.6657058,-0.6657058,0.2796329,0.56641144,1.872593,-0.6657058,0.45795906,1.5934654,0.94162583,0.92213655,-0.486176,-0.040146057,-1.297612,-0.6657058,0.56641144,-0.91057736,-0.6657058,1.7674836,0.2266217,0.2266217,-0.040146057,1.5238875,0.2266217,-0.22713466,-0.91057736,0.5321522,-1.297612,-0.91057736,-0.12721598,-0.486176,-1.297612,2.1741433,0.8813926,-1.297612,1.507406,-0.6657058,-1.297612,-0.91057736,0.10627118,1.7953272
cell_71,-1.2188998,-0.055387378,2.8207788,1.3324947,-0.7935509,1.0075178,1.3654898,-0.18129909,2.0512683,-0.97532696,-0.25358453,-0.42434686,-0.42434686,-0.5277441,-0.18129909,-0.97532696,-0.97532696,-0.18129909,-0.7935509,0.18755563,0.33616382,-0.7935509,-0.42434686,0.92334116,0.98053557,0.7566916,0.09993539,0.6775161,0.5645079,-0.33392596,-0.97532696,0.14507462,-1.2188998,0.4304537,-0.18129909,0.26567885,-1.2188998,2.804502,-0.7935509,-0.7935509,-0.64847654,0.33616382,-1.2188998,-1.2188998,-0.11560036,0.81084716
cell_72,-1.2221686,-1.2221686,0.5264769,-0.3585726,-0.6670016,0.65839565,-0.14392625,0.26726755,-0.3585726,-0.6670016,0.26726755,0.020864325,0.65839565,-0.14392625,0.15464881,-1.2221686,-0.3585726,2.272976,-0.14392625,-0.14392625,2.839541,-1.2221686,-0.3585726,1.4680119,-1.2221686,2.4831855,0.26726755,1.2933592,0.8194404,-0.14392625,-1.2221686,-0.3585726,-0.6670016,-0.3585726,0.5954804,-0.3585726,-1.2221686,0.3645119,-0.3585726,-0.3585726,-0.6670016,0.45007965,-1.2221686,-1.2221686,0.86594665,1.34119
cell_73,-0.23706752,-1.436407,-0.059585866,-0.23706752,-0.46962258,0.55466473,-0.46962258,0.48117477,-0.23706752,-0.46962258,0.55466473,-0.23706752,0.083976366,0.083976366,0.79284036,-1.436407,0.308434,1.1192393,-0.23706752,0.083976366,2.4078712,-0.80763984,-0.80763984,0.8886048,-0.80763984,0.6831183,0.083976366,1.5584707,0.73997337,-0.46962258,-1.436407,-1.436407,-1.436407,-0.46962258,2.9605598,0.62162375,-0.80763984,0.6831183,0.20452696,-1.436407,-1.436407,0.62162375,-0.23706752,-0.80763984,1.0853736,1.321368
cell_74,-0.8842663,-0.28050408,2.4059541,0.46807995,-1.3139132,1.502775,0.59356785,-0.620677,1.9941972,-1.3139132,0.037721623,0.59356785,-0.15753326,-0.15753326,-0.15753326,-1.3139132,0.18999992,0.25522247,-1.3139132,-0.42999405,0.11802072,-0.8842663,-0.28050408,1.5130516,0.7919953,1.0723245,-0.05307523,0.7919953,0.6308241,-0.42999405,-1.3139132,-0.620677,-1.3139132,0.7919953,-0.42999405,0.73193157,-1.3139132,2.244517,-0.05307523,-1.3139132,-0.28050408,-0.15753326,-0.620677,-1.3139132,0.46807995,1.127735
cell_75,-0.7283406,-1.244346,-0.43049636,-0.43049636,0.18700895,0.5148888,-0.43049636,0.5148888,-0.43049636,-1.244346,0.4458056,-0.22026007,0.074998476,-0.43049636,0.8714947,-0.7283406,-0.43049636,1.5340028,-0.22026007,0.074998476,2.6431794,-1.244346,0.074998476,1.1647733,-1.244346,0.57793486,-0.05764044,2.4036589,1.079602,-0.43049636,-1.244346,0.074998476,-0.7283406,-0.43049636,2.7216718,0.36940518,-0.7283406,0.28395218,-0.7283406,-1.244346,-0.7283406,0.36940518,-1.244346,-0.7283406,0.78625315,0.9830213
cell_76,-0.6332083,-1.23783,-0.078339756,-0.6332083,-0.30494663,0.23518597,-0.30494663,0.23518597,-0.078339756,-1.23783,0.23518597,-0.30494663,0.69579077,-0.30494663,0.87732786,-1.23783,-1.23783,1.0229902,-0.30494663,-0.078339756,3.0090601,-1.23783,0.23518597,1.3113451,-0.6332083,2.8254673,0.23518597,2.1764293,0.094903216,0.454727,-1.23783,-0.078339756,-0.078339756,-1.23783,0.094903216,-0.078339756,-0.6332083,-0.30494663,0.094903216,-0.6332083,-0.6332083,0.454727,-1.23783,-0.6332083,0.97754884,1.368763
cell_77,-0.48960438,-0.17108528,2.697768,0.48853365,-0.05059057,0.99688244,0.48853365,0.43105367,2.0072305,-1.0425049,0.22728644,0.3013629,0.36893505,-0.7174668,0.7251083,-1.0425049,-0.7174668,0.36893505,-0.7174668,-1.0425049,0.59203136,-0.48960438,-1.6159755,1.7956464,-1.0425049,0.80255604,0.22728644,1.0249878,0.7251083,-0.7174668,-1.6159755,0.9677123,-0.48960438,0.36893505,-0.31399375,0.48853365,-1.6159755,1.240274,-0.05059057,-1.0425049,-1.6159755,-0.05059057,-1.0425049,-1.0425049,0.22728644,1.174978
cell_78,-0.012643529,-1.2166733,0.4116319,-1.2166733,0.15844592,0.29624897,-1.2166733,-0.2383995,0.15844592,-0.57109994,0.15844592,-0.012643529,-0.57109994,-0.012643529,0.9717213,-0.57109994,-0.57109994,1.062563,-0.012643529,0.15844592,2.637081,-1.2166733,-1.2166733,0.5108797,-1.2166733,0.59795594,0.4116319,1.4723905,1.0185918,-0.2383995,-1.2166733,0.15844592,-1.2166733,-0.012643529,2.924338,0.8091196,-1.2166733,0.4116319,-0.2383995,-1.2166733,-0.57109994,0.67552286,-1.2166733,-0.57109994,1.2154412,1.369443
cell_79,-0.6641272,-1.1243587,0.56120247,-0.38985732,-0.19381706,0.66763014,-0.38985732,0.56120247,-0.38985732,-0.6641272,0.6164553,-0.38985732,0.2817061,-0.19381706,0.8017801,-0.6641272,-0.6641272,1.8566947,-0.6641272,-1.1243587,2.9727695,-0.38985732,-0.6641272,1.301445,-1.1243587,2.388667,-0.19381706,1.6863054,1.2393937,-0.19381706,-1.1243587,0.7152879,-0.6641272,-0.6641272,-0.19381706,0.083914846,-1.1243587,0.083914846,-0.6641272,-1.1243587,-1.1243587,0.50116533,-0.6641272,-1.1243587,1.0402683,1.1947111
cell_80,-1.1568998,-0.62405986,-0.10663438,-0.32016733,-0.62405986,0.40342715,-0.10663438,0.19232446,-1.1568998,-1.1568998,0.40342715,-0.10663438,-0.10663438,-0.62405986,0.48967457,-0.10663438,-0.62405986,0.99573827,-0.32016733,-0.62405986,2.7741444,-0.32016733,-0.32016733,0.90988773,-0.62405986,0.63641864,-1.1568998,1.2635077,1.2052517,0.058135394,-1.1568998,-0.62405986,-0.32016733,-0.62405986,2.9444265,0.19232446,-0.32016733,-0.10663438,-0.10663438,-1.1568998,-0.62405986,2.5122454,-0.62405986,-1.1568998,0.56675017,1.4586579
cell_81,-1.0559226,-0.5356072,2.1783965,-0.13805485,-1.0559226,-0.044892345,-1.0559226,2.3618705,0.81265694,-0.74647826,0.47366518,-0.24629551,0.23531827,0.109755814,0.7880242,-1.0559226,-0.5356072,0.38821548,-0.74647826,-0.74647826,0.5843381,-1.0559226,0.036883608,2.5806413,-0.5356072,0.4323016,-0.044892345,1.5454654,0.70817614,0.8364163,-1.0559226,-0.5356072,-1.0559226,-0.5356072,-0.24629551,0.5126231,-1.0559226,-0.37545592,-0.5356072,-1.0559226,-0.24629551,2.3570623,-0.74647826,-1.0559226,0.23531827,0.9238297
cell_82,-0.5906508,-1.1362267,0.31785566,-0.28988945,-0.28988945,0.41210285,-0.28988945,0.078864016,-0.5906508,-1.1362267,0.56900454,-0.28988945,0.7527147,0.078864016,0.078864016,-1.1362267,-0.28988945,2.2145362,-1.1362267,0.078864016,2.6634948,-1.1362267,-1.1362267,1.567847,-0.5906508,2.4051123,-1.1362267,2.079467,0.89764154,-0.5906508,-1.1362267,-0.28988945,-0.28988945,-0.08115626,0.078864016,0.41210285,-1.1362267,-0.5906508,0.078864016,-0.5906508,-0.5906508,0.078864016,-0.5906508,-0.28988945,1.3573974,1.1501971
cell_83,-0.712676,0.17844853,2.182099,0.721372,-0.712676,1.1913592,0.52267015,-0.197421,1.567053,-1.5584632,0.17844853,0.6857405,-0.33222464,-0.712676,0.101102255,-1.5584632,-0.49784398,0.101102255,-1.0189483,-0.49784398,0.93132466,-0.712676,-1.0189483,1.9145535,0.721372,0.6857405,-0.49784398,1.1729093,0.90479547,-0.33222464,-1.5584632,0.17844853,-1.0189483,0.721372,-0.197421,0.47546938,0.24835181,1.4099823,-0.49784398,-1.5584632,-1.0189483,0.6482723,-1.5584632,-1.5584632,0.6087675,1.2771785
cell_84,-0.73677135,-1.2112225,0.40295395,-0.09164222,0.24335073,0.4712085,-0.24993436,0.14799555,-0.73677135,-1.2112225,0.32755834,-0.73677135,0.40295395,-0.09164222,0.7399271,-1.2112225,-0.24993436,1.3618436,-0.73677135,0.03808422,2.964005,-1.2112225,-0.24993436,2.0659816,-0.45303193,2.53277,0.03808422,1.9245356,0.5335583,0.32755834,-1.2112225,0.03808422,-0.45303193,-0.73677135,-0.09164222,0.24335073,-0.73677135,-0.09164222,-0.24993436,-1.2112225,-1.2112225,-0.09164222,-0.45303193,-1.2112225,1.2603084,0.863341
cell_85,-0.22876982,-0.553043,-0.22876982,-1.1879596,-0.009351984,0.49830595,-0.22876982,0.58263755,-0.009351984,-1.1879596,0.49830595,-0.22876982,-0.009351984,0.29033086,1.1102015,-1.1879596,-0.553043,0.89585453,-1.1879596,0.15669946,2.3208683,-1.1879596,-0.009351984,0.58263755,-0.553043,2.5678604,-0.553043,1.243667,1.1460758,-0.009351984,-1.1879596,0.15669946,-0.553043,-0.553043,0.29033086,0.9444069,-1.1879596,-0.22876982,-0.22876982,-1.1879596,-1.1879596,2.4041445,-1.1879596,-1.1879596,0.787061,1.3291054
